LoanID,ClienteID,FechaDesembolso,ImporteAprobado,RiesgoAsignado
L08972,C02986,2025-07-06,17567,C
L08973,C00560,2025-09-24,90737,B
L08974,C00714,2024-03-17,11857,C
L08975,C04594,2024-04-04,63086,C
L08976,C03989,2024-09-25,299414,B
L08977,C00257,2024-12-26,125071,D
L08978,C00577,2025-06-13,7012,B
L08979,C00038,2025-11-13,64049,B
L08980,C02073,2024-06-10,227630,B
L08981,C04506,2025-04-09,89989,C
L08982,C00461,2025-07-17,44080,B
L08983,C01441,2025-07-01,239027,C
L08984,C04479,2024-07-05,70888,C
L08985,C01833,2024-02-21,233800,B
L08986,C04665,2025-05-02,121293,D
L08987,C03400,2025-06-14,266185,C
L08988,C00433,2025-01-30,139078,A
L08989,C04152,2024-04-01,137076,B
L08990,C01752,2025-10-12,142039,A
L08991,C02048,2024-12-22,208036,B
L08992,C04998,2025-09-02,23879,C
L08993,C02841,2025-12-19,7261,C
L08994,C00257,2024-05-23,203345,B
L08995,C00672,2024-07-17,299467,C
L08996,C00490,2024-11-18,275071,B
L08997,C03715,2024-11-27,87256,B
L08998,C02097,2024-09-20,126686,C
L08999,C01683,2024-08-04,194719,B
L09000,C04412,2025-12-01,18056,A
L09001,C02461,2025-07-09,15798,C
L09002,C04530,2025-03-09,195130,A
L09003,C03913,2025-04-04,56747,D
L09004,C01976,2025-12-01,40738,A
L09005,C03217,2025-05-17,237645,B
L09006,C01390,2025-04-13,196017,B
L09007,C04516,2025-12-06,284371,A
L09008,C03857,2024-12-31,170465,C
L09009,C01585,2024-08-26,88800,B
L09010,C04940,2025-09-15,131531,A
L09011,C02964,2025-08-03,62848,C
L09012,C04530,2025-07-14,29685,B
L09013,C00977,2025-10-24,96517,C
L09014,C03365,2025-01-30,124180,D
L09015,C00046,2025-01-29,270624,A
L09016,C01194,2025-09-18,242918,C
L09017,C03343,2024-03-15,20860,C
L09018,C04513,2024-04-07,73578,C
L09019,C04944,2025-01-17,253596,B
L09020,C00247,2025-09-14,11564,C
L09021,C03220,2025-01-04,287156,B
L09022,C04326,2024-10-11,59169,A
L09023,C00792,2024-09-12,230488,A
L09024,C00637,2024-11-04,293485,B
L09025,C03776,2025-09-20,60155,C
L09026,C02422,2024-06-24,103314,A
L09027,C04834,2024-08-15,217219,C
L09028,C01089,2024-12-12,34527,B
L09029,C04184,2025-09-09,261253,A
L09030,C03160,2024-12-07,244157,D
L09031,C00713,2024-08-26,55653,B
L09032,C04697,2025-09-03,160776,B
L09033,C03645,2025-11-18,254955,A
L09034,C03891,2024-12-15,108992,A
L09035,C02587,2025-03-30,274537,B
L09036,C04310,2025-03-16,80404,C
L09037,C02109,2025-08-10,247812,A
L09038,C04794,2025-05-29,89613,C
L09039,C03615,2024-03-21,64171,B
L09040,C01243,2024-12-26,296480,B
L09041,C02060,2024-10-14,194786,C
L09042,C03487,2024-01-08,279158,A
L09043,C04333,2024-03-27,221578,D
L09044,C03811,2024-10-12,158371,C
L09045,C03901,2025-02-02,131092,A
L09046,C02606,2024-03-14,295926,B
L09047,C04743,2025-03-14,115463,A
L09048,C03035,2024-05-02,93434,B
L09049,C04569,2025-01-11,159896,B
L09050,C04208,2024-05-22,281254,D
L09051,C04052,2024-06-06,183779,A
L09052,C03364,2025-03-05,93512,B
L09053,C04022,2025-03-23,272969,C
L09054,C01846,2025-02-13,139560,B
L09055,C00383,2025-01-05,71947,A
L09056,C04113,2024-04-18,141529,A
L09057,C04589,2025-12-07,213182,A
L09058,C03811,2024-02-05,244511,A
L09059,C01897,2024-03-30,254759,A
L09060,C01510,2025-02-18,98230,C
L09061,C04213,2024-10-22,13847,A
L09062,C01579,2025-12-13,224284,C
L09063,C00880,2024-02-15,177381,A
L09064,C02163,2025-05-02,281802,B
L09065,C01573,2025-09-10,225000,B
L09066,C01649,2024-06-18,34676,A
L09067,C04740,2024-05-25,5645,A
L09068,C01360,2025-02-23,102476,A
L09069,C04432,2025-11-20,160062,B
L09070,C02970,2025-07-26,23618,C
L09071,C03961,2024-01-03,66859,D
L09072,C03812,2025-08-16,212572,A
L09073,C04243,2024-09-19,63827,D
L09074,C04218,2024-11-16,130114,B
L09075,C00081,2025-08-29,101726,A
L09076,C02733,2025-07-29,133077,A
L09077,C02710,2024-09-02,260935,A
L09078,C02423,2025-08-11,67397,B
L09079,C03642,2025-04-21,60770,D
L09080,C04600,2024-09-15,250224,A
L09081,C00668,2024-04-02,36545,B
L09082,C02497,2025-06-16,275849,A
L09083,C03500,2025-07-27,259285,A
L09084,C03499,2024-12-04,277848,C
L09085,C01445,2024-09-16,33671,A
L09086,C01346,2024-08-24,288347,A
L09087,C01190,2024-05-20,86927,D
L09088,C00459,2025-11-09,279595,A
L09089,C01213,2025-04-24,160588,A
L09090,C04560,2025-08-01,125102,C
L09091,C00912,2024-12-15,101613,B
L09092,C01026,2025-07-23,80856,C
L09093,C02412,2025-12-24,265869,B
L09094,C00072,2024-05-09,182048,A
L09095,C02686,2025-06-20,92656,A
L09096,C01194,2024-01-11,39612,C
L09097,C01849,2024-09-13,167862,A
L09098,C02385,2025-01-03,155521,D
L09099,C02023,2025-01-28,210902,A
L09100,C03742,2025-08-15,168328,C
L09101,C04749,2025-02-22,274334,C
L09102,C01299,2024-01-19,181565,B
L09103,C04103,2024-04-19,147633,B
L09104,C00905,2025-03-12,296761,C
L09105,C03027,2025-05-19,149643,B
L09106,C02029,2024-02-03,267153,B
L09107,C04712,2024-10-14,119291,B
L09108,C02621,2024-09-11,246821,B
L09109,C02647,2025-09-29,85739,A
L09110,C04866,2025-12-21,179863,A
L09111,C02290,2024-05-13,264229,A
L09112,C03873,2025-05-13,257223,B
L09113,C01486,2025-01-31,262899,D
L09114,C03152,2025-05-01,206929,B
L09115,C01441,2025-08-20,53847,B
L09116,C00766,2025-08-09,100491,B
L09117,C04480,2025-10-08,170296,A
L09118,C02439,2025-11-15,103347,C
L09119,C04093,2024-07-31,45094,B
L09120,C04784,2024-12-15,132791,D
L09121,C01150,2024-01-19,230377,A
L09122,C03566,2024-04-28,131489,B
L09123,C04143,2024-10-28,98893,C
L09124,C01973,2024-10-11,45544,B
L09125,C02667,2024-08-14,255330,B
L09126,C00464,2025-05-21,260367,A
L09127,C04219,2025-05-15,78736,A
L09128,C02182,2024-07-30,76168,B
L09129,C01643,2024-12-21,39630,A
L09130,C03889,2025-12-01,186457,A
L09131,C00841,2025-05-01,221117,C
L09132,C02655,2024-11-16,271855,C
L09133,C04119,2025-10-24,166943,D
L09134,C00566,2024-08-10,269601,B
L09135,C00965,2025-10-01,258961,B
L09136,C02283,2025-07-16,44467,A
L09137,C00996,2024-07-09,12157,C
L09138,C01188,2025-05-14,7714,B
L09139,C04922,2025-05-09,294361,B
L09140,C04312,2024-08-24,85792,A
L09141,C03255,2024-01-22,276727,B
L09142,C00657,2025-09-13,82807,C
L09143,C02983,2024-11-22,144085,C
L09144,C01114,2025-06-28,258715,D
L09145,C04407,2024-05-06,165612,B
L09146,C00557,2024-12-30,248229,B
L09147,C03020,2024-02-13,74459,A
L09148,C02305,2025-06-02,298702,A
L09149,C02581,2024-05-07,113350,D
L09150,C00052,2025-08-25,224076,A
L09151,C01362,2024-05-09,205398,C
L09152,C01195,2025-06-12,114528,D
L09153,C04020,2024-11-16,227028,A
L09154,C03139,2024-07-04,233823,A
L09155,C01649,2025-09-13,68566,B
L09156,C00672,2024-12-13,202881,A
L09157,C00778,2025-04-25,263386,A
L09158,C04928,2025-11-05,162752,B
L09159,C02280,2025-08-09,114463,B
L09160,C03023,2025-12-11,279578,B
L09161,C01861,2024-12-26,198257,C
L09162,C03140,2024-10-13,51096,A
L09163,C01075,2024-06-30,176651,A
L09164,C01717,2025-03-26,277631,A
L09165,C01284,2024-04-06,230993,B
L09166,C04687,2025-07-16,196700,D
L09167,C01987,2024-11-09,101925,D
L09168,C02634,2025-06-29,118500,A
L09169,C01002,2024-01-21,219602,A
L09170,C01047,2025-11-26,14610,A
L09171,C02177,2025-07-29,18869,B
L09172,C02339,2025-05-11,221474,C
L09173,C01856,2025-02-06,93466,C
L09174,C00501,2024-05-03,245475,D
L09175,C02234,2025-09-04,210179,C
L09176,C04575,2024-04-28,27979,B
L09177,C02540,2025-08-12,16492,A
L09178,C04609,2025-11-23,231898,A
L09179,C03715,2025-12-11,117784,B
L09180,C02333,2025-04-21,99257,B
L09181,C00601,2025-12-02,233451,A
L09182,C04285,2024-04-12,290553,A
L09183,C00989,2024-11-28,208641,A
L09184,C01882,2025-04-03,160149,A
L09185,C04484,2024-05-09,65428,C
L09186,C01755,2024-05-13,31455,C
L09187,C02465,2024-06-05,81699,B
L09188,C02224,2025-02-28,58213,A
L09189,C04483,2025-03-10,120883,C
L09190,C01495,2025-01-23,180934,B
L09191,C00853,2024-11-13,256238,B
L09192,C00452,2025-10-31,298993,A
L09193,C02325,2025-05-19,298937,C
L09194,C01759,2024-07-08,90240,C
L09195,C04309,2025-09-03,89377,C
L09196,C03354,2025-02-14,229646,B
L09197,C04137,2024-02-21,270594,A
L09198,C04696,2025-07-14,13418,A
L09199,C03339,2025-03-21,39575,A
L09200,C02589,2025-09-03,246876,A
L09201,C01783,2025-03-19,135576,A
L09202,C03521,2025-01-16,38186,A
L09203,C01780,2025-01-08,250498,C
L09204,C03133,2025-07-19,31451,B
L09205,C03574,2025-01-09,8155,C
L09206,C03219,2025-01-23,296592,A
L09207,C03758,2025-10-10,133529,A
L09208,C04017,2025-11-04,221810,A
L09209,C02838,2025-04-23,50231,C
L09210,C02382,2025-02-07,40399,A
L09211,C04240,2025-08-15,260297,A
L09212,C03937,2025-04-12,206238,A
L09213,C04429,2025-08-19,239889,B
L09214,C01420,2025-05-19,211463,B
L09215,C04151,2024-03-23,226268,A
L09216,C01331,2024-11-14,139884,B
L09217,C02918,2024-03-07,291122,C
L09218,C01447,2025-02-17,16531,A
L09219,C01441,2025-03-28,295927,B
L09220,C03745,2024-07-16,196091,A
L09221,C02845,2024-09-15,280380,D
L09222,C04176,2025-11-19,98806,C
L09223,C00865,2024-10-24,161388,B
L09224,C00472,2024-10-06,18332,A
L09225,C01503,2024-10-26,211511,B
L09226,C04685,2024-05-08,185279,C
L09227,C01411,2025-05-12,194222,C
L09228,C03771,2025-03-13,253816,C
L09229,C01906,2025-11-22,58902,A
L09230,C04660,2024-10-18,276342,A
L09231,C04002,2024-07-25,111209,B
L09232,C03505,2024-10-20,233162,A
L09233,C03484,2025-11-17,197349,A
L09234,C04563,2024-01-29,114660,B
L09235,C00599,2024-06-27,192776,A
L09236,C00992,2024-02-10,298629,C
L09237,C01933,2025-04-14,59351,C
L09238,C02785,2024-07-10,31654,B
L09239,C03042,2024-12-09,169217,C
L09240,C00067,2025-09-17,56529,B
L09241,C03399,2024-10-04,109349,B
L09242,C02751,2024-12-20,182450,A
L09243,C00470,2025-06-12,283809,C
L09244,C01725,2024-03-26,214534,B
L09245,C03986,2024-11-12,220911,B
L09246,C01632,2025-11-23,52802,A
L09247,C00775,2024-12-02,82892,A
L09248,C03013,2024-05-24,41362,D
L09249,C02504,2024-11-10,183198,D
L09250,C01487,2024-08-12,98004,C
L09251,C04020,2025-02-26,230702,D
L09252,C04228,2024-02-23,7120,A
L09253,C00930,2024-03-08,267929,A
L09254,C03013,2025-09-10,61925,C
L09255,C01506,2024-11-29,113185,A
L09256,C04730,2024-03-17,297113,A
L09257,C02945,2025-06-22,106416,C
L09258,C02820,2024-06-03,283441,B
L09259,C01185,2024-03-12,257458,A
L09260,C00289,2025-05-15,110741,B
L09261,C01812,2025-03-22,145601,C
L09262,C00528,2025-11-22,158085,C
L09263,C00917,2025-07-12,35089,B
L09264,C01709,2024-12-24,273315,D
L09265,C03575,2024-10-03,177301,B
L09266,C03320,2024-11-08,285018,A
L09267,C01407,2024-04-14,174881,B
L09268,C01242,2024-04-04,64024,A
L09269,C03134,2024-08-06,288297,A
L09270,C00799,2025-11-12,109693,A
L09271,C01524,2024-05-07,164501,A
L09272,C04108,2024-07-18,178473,B
L09273,C04929,2024-11-27,251119,A
L09274,C02889,2025-06-30,9677,A
L09275,C02691,2025-10-17,10139,A
L09276,C04092,2024-10-18,160768,A
L09277,C01242,2024-03-06,187444,A
L09278,C00691,2025-12-31,91049,A
L09279,C00528,2025-07-21,81693,B
L09280,C01496,2025-10-18,134807,A
L09281,C03826,2025-02-07,247631,B
L09282,C02894,2025-12-25,262681,C
L09283,C00893,2025-08-28,8900,A
L09284,C00387,2025-09-09,210070,A
L09285,C01250,2025-08-18,296278,B
L09286,C02529,2025-10-09,218514,C
L09287,C04504,2024-05-25,269961,D
L09288,C03529,2025-06-13,75486,A
L09289,C00898,2025-02-05,171679,A
L09290,C00711,2024-05-04,248709,A
L09291,C03696,2025-05-28,70978,B
L09292,C02687,2024-11-27,158850,B
L09293,C04513,2025-04-24,14413,D
L09294,C00416,2025-12-12,119113,C
L09295,C01472,2025-10-11,297043,B
L09296,C04181,2025-12-15,117683,A
L09297,C04263,2025-02-01,50463,A
L09298,C02432,2024-01-30,268038,B
L09299,C02516,2024-02-25,115398,C
L09300,C01096,2025-09-22,171093,B
L09301,C00810,2024-05-11,231544,A
L09302,C03045,2024-08-18,232368,B
L09303,C00993,2025-01-29,134611,B
L09304,C01282,2024-05-31,230374,B
L09305,C04371,2025-05-16,222627,C
L09306,C01774,2025-05-20,265154,A
L09307,C03562,2025-01-20,241373,B
L09308,C03817,2025-06-16,48520,D
L09309,C01757,2025-03-23,243613,C
L09310,C02374,2025-08-02,34899,A
L09311,C02577,2024-05-05,183874,B
L09312,C00892,2025-07-08,237310,B
L09313,C04185,2025-11-24,83107,A
L09314,C00708,2025-05-03,35193,A
L09315,C02398,2025-09-03,216994,C
L09316,C04483,2025-03-21,110302,B
L09317,C02135,2025-04-14,281608,B
L09318,C02355,2024-12-14,222594,A
L09319,C04536,2025-05-22,254706,A
L09320,C00977,2025-04-01,222665,D
L09321,C00735,2025-01-19,81248,A
L09322,C02469,2025-12-12,267811,A
L09323,C02541,2025-03-23,152397,A
L09324,C00633,2025-09-19,20890,A
L09325,C04269,2024-04-24,162555,B
L09326,C04100,2025-03-27,228551,B
L09327,C02902,2025-10-15,228289,B
L09328,C01664,2024-04-28,258006,B
L09329,C02016,2024-04-02,149097,B
L09330,C03182,2025-06-04,125580,A
L09331,C04064,2025-08-07,34940,C
L09332,C02631,2025-06-21,126878,B
L09333,C03873,2025-03-08,124492,A
L09334,C01055,2024-05-24,224371,A
L09335,C00381,2024-03-08,291845,B
L09336,C03083,2025-11-30,87697,A
L09337,C02392,2024-05-10,46795,D
L09338,C01593,2024-10-07,265235,B
L09339,C04262,2025-10-13,95990,D
L09340,C02748,2025-07-19,238865,C
L09341,C02390,2025-05-27,280259,C
L09342,C03554,2025-10-01,61433,A
L09343,C03028,2024-01-01,51999,A
L09344,C01208,2025-11-15,79564,B
L09345,C03854,2025-03-07,238617,B
L09346,C00545,2025-01-25,258090,D
L09347,C03082,2024-09-22,243302,A
L09348,C03664,2025-02-02,290399,B
L09349,C02240,2024-09-12,267122,C
L09350,C02368,2025-01-29,84747,B
L09351,C03774,2024-06-22,82049,D
L09352,C02628,2024-02-14,71057,A
L09353,C03932,2024-05-20,259569,B
L09354,C02475,2025-06-22,293437,C
L09355,C03131,2025-12-21,35607,A
L09356,C03508,2024-02-19,112148,A
L09357,C00097,2024-03-01,154735,A
L09358,C03859,2024-08-30,47582,A
L09359,C02709,2024-09-25,170521,A
L09360,C03337,2024-05-19,280260,A
L09361,C00457,2024-06-05,8706,B
L09362,C04369,2025-08-19,283291,A
L09363,C02988,2025-08-18,156615,D
L09364,C04089,2024-10-02,104147,B
L09365,C03885,2024-01-31,250978,A
L09366,C01032,2024-01-08,13895,B
L09367,C00208,2025-12-15,280395,C
L09368,C01938,2024-02-02,264544,A
L09369,C01147,2025-10-16,272253,C
L09370,C04300,2025-03-27,291776,B
L09371,C02565,2025-03-24,231348,C
L09372,C00443,2024-02-06,148223,C
L09373,C04785,2025-10-20,182237,C
L09374,C00833,2024-02-03,60276,A
L09375,C01462,2025-03-30,231341,A
L09376,C03517,2025-03-19,273469,B
L09377,C01160,2024-08-24,99964,A
L09378,C00387,2024-07-30,6912,B
L09379,C02042,2024-05-19,274518,B
L09380,C02554,2025-12-02,249065,A
L09381,C01719,2025-08-30,90402,A
L09382,C04776,2025-12-06,96792,A
L09383,C04051,2024-12-26,55683,B
L09384,C03410,2024-10-30,146270,B
L09385,C00690,2024-10-22,132776,B
L09386,C01170,2024-05-31,173068,A
L09387,C04989,2024-08-10,196866,C
L09388,C00953,2024-07-14,143227,C
L09389,C04880,2025-08-22,128899,B
L09390,C04591,2024-10-25,195016,A
L09391,C03497,2025-06-12,202318,C
L09392,C03918,2025-05-02,278532,C
L09393,C04843,2024-07-29,79178,A
L09394,C02485,2024-08-19,31457,B
L09395,C01855,2025-11-25,154199,B
L09396,C03440,2025-11-04,170163,A
L09397,C03232,2025-01-01,16752,C
L09398,C02598,2025-04-25,56832,A
L09399,C03984,2025-08-04,9237,C
L09400,C02192,2025-07-25,139123,A
L09401,C02636,2024-06-27,231777,B
L09402,C00657,2025-04-28,200418,A
L09403,C03813,2025-08-11,48311,A
L09404,C03341,2025-05-09,286232,A
L09405,C03912,2025-06-30,272819,B
L09406,C01797,2024-01-16,269784,A
L09407,C04364,2025-04-10,17317,A
L09408,C01763,2025-02-05,180480,A
L09409,C04473,2024-10-20,266460,C
L09410,C03286,2024-06-19,111442,B
L09411,C01586,2024-02-01,108666,A
L09412,C03564,2024-09-19,38462,B
L09413,C02441,2024-08-02,80921,B
L09414,C04585,2025-07-11,20201,C
L09415,C04818,2024-07-07,160739,A
L09416,C03101,2025-08-05,201779,A
L09417,C03245,2025-08-22,171942,B
L09418,C01041,2024-09-17,42982,A
L09419,C03128,2024-06-30,194404,A
L09420,C02274,2025-05-19,37844,C
L09421,C03630,2024-12-07,140309,A
L09422,C02115,2024-01-22,128110,A
L09423,C01678,2024-03-14,166537,B
L09424,C03095,2025-08-24,273171,A
L09425,C00999,2024-06-14,214849,C
L09426,C02285,2024-08-21,85567,D
L09427,C01590,2025-01-09,233631,B
L09428,C01162,2025-03-08,98724,B
L09429,C02521,2025-10-02,119675,B
L09430,C03856,2024-11-29,76810,C
L09431,C04649,2025-08-29,130545,A
L09432,C00695,2025-06-23,57892,B
L09433,C04413,2024-02-04,199106,C
L09434,C04864,2025-03-19,82059,C
L09435,C03799,2024-08-18,6074,A
L09436,C03684,2024-11-13,87567,C
L09437,C01972,2024-12-08,216445,A
L09438,C01504,2025-03-05,249120,B
L09439,C03250,2025-09-28,24546,D
L09440,C04219,2025-04-10,134212,B
L09441,C03243,2024-03-19,189291,C
L09442,C01869,2025-07-26,145767,C
L09443,C01672,2025-03-24,173916,C
L09444,C01083,2025-12-29,16054,D
L09445,C01729,2024-10-08,197894,A
L09446,C03852,2025-11-05,270041,A
L09447,C02143,2024-02-26,14537,B
L09448,C01149,2024-07-09,124940,D
L09449,C00254,2025-10-05,59833,B
L09450,C04103,2025-04-07,35117,C
L09451,C03543,2024-02-11,250173,C
L09452,C02776,2025-04-30,208070,B
L09453,C04638,2024-06-21,259374,B
L09454,C03334,2025-11-09,294675,B
L09455,C04185,2024-09-06,172782,A
L09456,C03280,2025-05-24,281558,C
L09457,C04309,2025-05-16,167795,A
L09458,C02882,2024-07-11,277405,D
L09459,C00266,2024-06-13,198059,A
L09460,C02341,2024-03-30,72913,A
L09461,C03149,2025-11-21,241699,A
L09462,C03360,2024-02-27,187327,C
L09463,C01005,2024-09-19,250602,A
L09464,C02095,2025-10-09,268415,C
L09465,C04718,2024-08-30,164491,A
L09466,C03272,2025-10-24,262501,B
L09467,C04523,2024-08-06,216481,A
L09468,C00210,2024-01-09,112030,A
L09469,C00888,2025-03-05,177412,A
L09470,C00154,2024-01-13,41892,B
L09471,C03594,2024-08-12,141674,A
L09472,C00415,2025-11-20,85957,A
L09473,C03425,2024-03-07,102210,A
L09474,C01285,2025-10-30,207094,A
L09475,C03149,2025-11-07,54698,C
L09476,C00769,2025-05-17,266677,A
L09477,C00983,2024-07-02,229800,B
L09478,C03203,2024-07-26,222414,C
L09479,C04675,2025-06-11,80479,B
L09480,C03527,2024-10-26,206432,A
L09481,C02788,2024-08-28,171955,B
L09482,C02211,2025-03-30,37893,C
L09483,C01039,2025-06-13,18169,B
L09484,C03933,2025-10-20,250701,B
L09485,C00542,2024-08-31,194744,A
L09486,C00359,2025-07-16,79951,A
L09487,C00850,2024-08-25,271324,D
L09488,C04523,2024-09-02,220762,C
L09489,C02545,2024-12-10,276910,A
L09490,C04582,2025-04-28,166130,A
L09491,C01832,2024-11-05,6942,A
L09492,C01473,2025-07-14,147604,D
L09493,C01437,2024-10-10,231484,B
L09494,C00330,2024-02-07,225947,C
L09495,C04355,2024-02-01,115397,B
L09496,C04239,2024-08-30,248116,C
L09497,C04009,2025-07-06,280262,A
L09498,C04723,2024-10-18,118305,B
L09499,C01389,2025-09-06,243885,A
L09500,C04186,2024-10-18,69610,D
L09501,C00720,2025-09-10,169200,A
L09502,C03236,2025-01-16,13104,B
L09503,C04577,2025-08-21,84722,C
L09504,C02132,2025-07-31,13549,C
L09505,C01101,2024-05-17,131081,C
L09506,C00673,2024-07-18,233870,A
L09507,C00517,2024-11-30,100614,D
L09508,C02533,2025-08-27,230074,B
L09509,C03671,2025-03-22,258489,C
L09510,C00782,2024-12-13,237159,D
L09511,C03524,2024-10-04,299975,A
L09512,C03559,2025-06-15,220220,B
L09513,C02387,2025-02-02,196050,B
L09514,C04783,2025-01-25,238225,C
L09515,C01590,2025-08-24,74474,B
L09516,C04996,2025-07-15,243147,A
L09517,C01502,2024-01-10,93233,C
L09518,C03795,2025-08-13,148681,B
L09519,C04319,2025-07-02,187349,C
L09520,C03081,2024-02-28,246334,B
L09521,C01077,2024-03-28,139177,A
L09522,C01101,2025-04-03,106856,D
L09523,C00503,2024-04-13,90395,B
L09524,C01340,2024-04-13,137910,B
L09525,C03886,2024-09-10,291581,D
L09526,C00624,2024-11-30,76449,B
L09527,C01887,2025-04-07,119176,B
L09528,C03351,2025-07-02,161632,A
L09529,C01051,2024-10-27,171730,D
L09530,C03773,2025-10-15,183427,A
L09531,C03917,2025-07-08,48003,A
L09532,C04019,2025-09-19,266646,C
L09533,C01330,2024-12-06,191509,B
L09534,C04115,2025-05-06,281790,A
L09535,C03368,2024-03-24,55560,A
L09536,C03952,2024-09-15,123560,D
L09537,C02498,2024-12-25,91597,B
L09538,C01574,2024-03-27,176286,B
L09539,C02635,2025-03-03,180669,C
L09540,C02769,2025-01-01,27873,B
L09541,C01212,2024-12-08,42165,A
L09542,C00776,2024-12-12,92803,A
L09543,C01161,2024-04-05,281967,C
L09544,C02384,2024-09-11,45856,B
L09545,C02655,2024-05-15,274550,A
L09546,C03541,2024-09-04,297763,B
L09547,C04698,2025-05-13,157924,A
L09548,C04636,2025-04-30,247454,D
L09549,C01096,2025-02-05,112871,A
L09550,C00024,2025-08-26,146216,B
L09551,C04720,2025-02-15,26074,B
L09552,C03557,2025-03-23,190910,B
L09553,C01080,2024-09-03,221488,B
L09554,C04319,2025-11-29,17349,A
L09555,C00179,2025-02-24,294637,D
L09556,C02848,2024-05-03,145429,A
L09557,C01961,2024-09-16,9561,C
L09558,C01474,2024-06-17,78150,A
L09559,C04889,2024-04-20,269502,A
L09560,C04980,2024-10-16,147502,B
L09561,C01213,2025-08-21,283185,B
L09562,C00810,2024-01-13,116407,D
L09563,C00420,2024-09-19,97262,C
L09564,C03660,2024-01-23,15267,D
L09565,C03817,2024-07-18,211981,B
L09566,C01279,2024-08-29,95170,A
L09567,C02524,2024-08-26,113454,B
L09568,C01441,2024-10-29,111680,C
L09569,C01341,2024-06-13,160061,A
L09570,C02222,2024-06-24,286147,C
L09571,C02393,2024-01-29,35169,B
L09572,C01362,2025-11-07,284105,C
L09573,C00592,2025-06-18,148218,B
L09574,C00527,2024-10-20,67676,C
L09575,C02504,2025-04-21,46030,A
L09576,C01293,2025-01-17,71091,A
L09577,C01655,2025-07-09,251611,B
L09578,C04907,2025-11-22,47178,B
L09579,C00188,2024-10-22,8640,D
L09580,C02759,2025-10-12,182208,A
L09581,C00529,2024-11-29,72448,C
L09582,C00434,2024-09-04,89650,B
L09583,C03513,2024-08-28,253125,B
L09584,C01805,2024-04-15,291066,A
L09585,C00303,2025-11-15,118746,B
L09586,C04183,2025-07-14,165572,B
L09587,C00438,2024-05-02,150501,A
L09588,C02589,2024-02-04,119954,B
L09589,C00833,2025-09-09,172756,A
L09590,C00797,2025-02-19,149759,B
L09591,C00560,2025-12-08,94248,B
L09592,C03589,2025-09-12,19837,C
L09593,C00762,2025-09-28,148937,A
L09594,C03575,2024-11-22,49653,A
L09595,C03786,2024-10-21,214527,C
L09596,C02515,2025-03-07,171166,A
L09597,C00685,2024-12-12,40569,C
L09598,C04234,2024-02-06,56186,A
L09599,C00578,2025-11-30,116837,C
L09600,C04806,2025-05-26,212630,A
L09601,C00228,2025-06-18,20297,B
L09602,C02329,2025-12-06,87904,D
L09603,C02732,2025-10-25,273607,A
L09604,C00828,2024-01-18,149704,A
L09605,C00431,2024-01-27,87943,B
L09606,C01064,2025-06-19,51221,C
L09607,C01710,2024-01-29,123585,A
L09608,C01235,2025-10-12,116370,C
L09609,C00302,2025-10-19,257730,C
L09610,C01421,2025-09-26,292903,A
